Name,Type,Compatibility,OAI-PMH,website
"RIESED",Journal,collected from a compatible aggregator,,http://www.riesed.org/
"Anuario IEHS",Journal,collected from a compatible aggregator,,http://anuarioiehs.unicen.edu.ar/
"International Journal of Orthopaedics",Journal,collected from a compatible aggregator,,http://www.ghrnet.org/index.php/ijo
"Revista Eniac Pesquisa",Journal,collected from a compatible aggregator,,http://ojs.eniac.com.br/index.php/EniacPesquisa/index;
"Tempo Social",Journal,collected from a compatible aggregator,,http://www.scielo.br/ts
"European Medical Journal Allergy &amp; Immunology",Journal,collected from a compatible aggregator,,https://www.emjreviews.com/therapeutic-area/allergy-immunology/
"JPMI (Jurnal Pendidikan Matematika Indonesia)",Journal,collected from a compatible aggregator,,http://journal.stkipsingkawang.ac.id/index.php/JPMI
"Cephalalgia Reports",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/rep
"Therapeutic Advances in Endocrinology and Metabolism",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/tae
"Journal of the International AIDS Society",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1758-2652
"Journal of Health Sciences",Journal,collected from a compatible aggregator,,http://www.jhsci.ba
"Contemporary Oncology",Journal,collected from a compatible aggregator,,http://www.termedia.pl/Journal/Wspolczesna_Onkologia-3
"Bulgarian Journal of Soil Science",Journal,collected from a compatible aggregator,,http://www.bsss.bg/Journal.html
"e-cadernos ces",Journal,collected from a compatible aggregator,,https://eces.revues.org
"Bahasa dan Seni: Jurnal Bahasa, Sastra, Seni, dan Pengajarannya",Journal,collected from a compatible aggregator,,http://journal2.um.ac.id/index.php/jbs
"Im@go. A Journal of the Social Imaginary",Journal,collected from a compatible aggregator,,http://cab.unime.it/journals/index.php/IMAGO/index
"Manuscrito",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php?script=sci_serial&amp;pid=0100-6045&amp;lng=en&amp;nrm=iso
"Rechtsidee",Journal,collected from a compatible aggregator,,http://ojs.umsida.ac.id/index.php/rechtsidee
"Primate Biology",Journal,collected from a compatible aggregator,,http://www.primate-biology.net/
"Potchefstroom Electronic Law Journal",Journal,collected from a compatible aggregator,,https://journals.assaf.org.za/per/
"Cahiers d’histoire.",Journal,collected from a compatible aggregator,,http://chrhc.revues.org
"ArcHistoR Architettura Storia Restauro - Architecture History Restoration",Journal,collected from a compatible aggregator,,http://www.archistor.unirc.it
"International Journal of Food Science",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/ijfs/
"Nirma University Journal of Engineering and Technology",Journal,collected from a compatible aggregator,,http://nujet.org.in
"Bulletin of the Polytechnic Institute of Jassy: Constructions, Architechture Section",Journal,collected from a compatible aggregator,,http://www.bipcons.ce.tuiasi.ro/
"Jurnal Biometrika dan Kependudukan",Journal,collected from a compatible aggregator,,https://e-journal.unair.ac.id/JBK
"Molecular Vision",Journal,collected from a compatible aggregator,,http://www.molvis.org/molvis/
"Journal of Signal Transduction",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jst/
"Postmodern Openings",Journal,collected from a compatible aggregator,,http://postmodernopenings.com/
"Revista Complutense de Educación",Journal,collected from a compatible aggregator,,http://revistas.ucm.es/index.php/RCED/
"Polish Journal of Social Rehabilitation",Journal,collected from a compatible aggregator,,http://www.resocjalizacjapolska.pl/index.php/rp/index
"Saudi Journal of Ophthalmology",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/saudi-journal-of-ophthalmology/
"Optical Materials: X",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/optical-materials-x
"Chemical Industry and Chemical Engineering Quarterly",Journal,collected from a compatible aggregator,,http://www.ache.org.rs/CICEQ/
"JCRPE",Journal,collected from a compatible aggregator,,http://www.jcrpe.org/
"Revista de Metalurgia",Journal,collected from a compatible aggregator,,http://revistademetalurgia.revistas.csic.es
"Advances in Power Electronics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/ape/
"Business &amp; IT",Journal,collected from a compatible aggregator,,http://bit.fsv.cvut.cz/
"Journal of Food and Drug Analysis",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/journal-of-food-and-drug-analysis/
"Asian Journal of Agriculture and Rural Development",Journal,collected from a compatible aggregator,,http://www.aessweb.com/journal-detail.php?journal=Asian-Journal-of-Agriculture-and-rural-Development-&id=5005
"Zeitschrift für die Welt der Türken",Journal,collected from a compatible aggregator,,http://www.dieweltdertuerken.org/index.php/ZfWT
"Proceedings of the Mongolian Academy of Sciences",Journal,collected from a compatible aggregator,,https://www.mongoliajol.info/index.php/PMAS
"Revista de las Cortes Generales",Journal,collected from a compatible aggregator,,https://revista.cortesgenerales.es/rcg
"Engineering",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/engineering
"Revista de Direito, Governança e Novas Tecnologias",Journal,collected from a compatible aggregator,,http://indexlaw.org/index.php/revistadgnt/index
"Scientific Phone Apps and Mobile Devices",Journal,collected from a compatible aggregator,,https://scientificphoneapps.apdskeg.com
"npj Clean Water",Journal,collected from a compatible aggregator,,https://www.nature.com/npjcleanwater/
"Dil Eğitimi ve Araştırmaları Dergisi",Journal,collected from a compatible aggregator,,http://dergipark.gov.tr/jlere
"iScience",Journal,collected from a compatible aggregator,,http://www.cell.com/iscience/home
"Mediterranean Journal of Hematology and Infectious Diseases",Journal,collected from a compatible aggregator,,http://www.mjhid.org/
"Ocupación Humana",Journal,collected from a compatible aggregator,,https://www.latinjournal.org/index.php/roh/index
"Jurnal Edukasi Khatulistiwa: Pembelajaran Bahasa dan Sastra Indonesia",Journal,collected from a compatible aggregator,,http://jurnal.untan.ac.id/index.php/jpbsi/index
"Forests",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/forests/
"Revista de Gestão e Projetos",Journal,collected from a compatible aggregator,,https://periodicos.uninove.br/index.php?journal=gep
"Revista Caribeña de Investigación Educativa",Journal,collected from a compatible aggregator,,https://revistas.isfodosu.edu.do/index.php/recie
"پژوهان",Journal,collected from a compatible aggregator,,http://psj.umsha.ac.ir/index.php?slc_lang=en&amp;sid=1
"Revista Tecer",Journal,collected from a compatible aggregator,,http://www3.izabelahendrix.edu.br/ojs/index.php/tec/index
"Öneri",Journal,collected from a compatible aggregator,,http://e-dergi.marmara.edu.tr/maruoneri/index
"Commonwealth Journal of Local Governance",Journal,collected from a compatible aggregator,,http://epress.lib.uts.edu.au/journals/index.php/cjlg
"Transport and Aerospace Engineering",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/tae
"Journal of Problem Based Learning in Higher Education",Journal,collected from a compatible aggregator,,http://journals.aau.dk/index.php/pbl/index
"Humanitas: Indonesian Psychological Journal",Journal,collected from a compatible aggregator,,http://journal.uad.ac.id/index.php/HUMANITAS/index
"Folia Toruniensia",Journal,collected from a compatible aggregator,,http://ksiaznica.torun.pl/o-nas/folia-toruniensia/
"Juridicas CUC",Journal,collected from a compatible aggregator,,http://revistascientificas.cuc.edu.co/index.php/juridicascuc/index
"Partnerships : A Journal of Service-Learning and Civic Engagement",Journal,collected from a compatible aggregator,,http://libjournal.uncg.edu/ojs/index.php/prt
"Revista Brasileira de Cartografia",Journal,collected from a compatible aggregator,,http://www.seer.ufu.br/index.php/revistabrasileiracartografia
"Nóesis: Revista de Ciencias Sociales y Humanidades",Journal,collected from a compatible aggregator,,http://erevistas.uacj.mx/ojs/index.php/noesis/index
"Известия Сибирского отделения секции наук о Земле Российской академии естественных наук: Геология, разведка и разработка месторождений полезных ископаемых",Journal,collected from a compatible aggregator,,http://journals.istu.edu/izvestia_geology/
"Pesquisa Agropecuária Brasileira",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php?pid=0100-204X&amp;script=sci_serial
"RELIEVE: Revista Electrónica de Investigación y Evaluación Educativa",Journal,collected from a compatible aggregator,,https://ojs.uv.es/index.php/RELIEVE/index
"Studii de gramatică contrastivă",Journal,collected from a compatible aggregator,,http://studiidegramaticacontrastiva.info/
"Laboratory Phonology",Journal,collected from a compatible aggregator,,http://www.journal-labphon.org/
"Eesti Haridusteaduste Ajakiri",Journal,collected from a compatible aggregator,,http://ojs.utlib.ee/index.php/EHA/
"Journal An-Nafs: Kajian Penelitian Psikologi",Journal,collected from a compatible aggregator,,http://ejournal.iai-tribakti.ac.id/index.php/psikologi
"Applied Tourism",Journal,collected from a compatible aggregator,,http://siaiap32.univali.br/seer/index.php/ijth/index
"Journal of Construction in Developing Countries",Journal,collected from a compatible aggregator,,http://web.usm.my/jcdc/index.html
"Ciencia y Sociedad",Journal,collected from a compatible aggregator,,https://revistas.intec.edu.do/index.php/ciso
"Psychiatry Journal",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/psychiatry/
"Parkinson's Disease",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/pd/
"Biosafety and Health",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/biosafety-and-health/
"European Journal of Economics, Law and Social Sciences",Journal,collected from a compatible aggregator,,http://iipccl.org/?page_id=4488
"Bulletin of the Chemical Society of Ethiopia",Journal,collected from a compatible aggregator,,http://www.ajol.info/index.php/bcse
"Journal of Oral Health and Oral Epidemiology",Journal,collected from a compatible aggregator,,http://johoe.kmu.ac.ir/
"Armaghane Danesh Bimonthly Journal",Journal,collected from a compatible aggregator,,http://armaghanj.yums.ac.ir/
"E-Journal of Cultural Studies",Journal,collected from a compatible aggregator,,http://ojs.unud.ac.id/index.php/ecs
"Open Computer Science",Journal,collected from a compatible aggregator,,https://www.degruyter.com/view/j/comp
"Scimetr",Journal,collected from a compatible aggregator,,http://scimetr.com
"Annals of Global Health",Journal,collected from a compatible aggregator,,https://www.annalsofglobalhealth.org/
"Life Span and Disability",Journal,collected from a compatible aggregator,,https://www.lifespanjournal.it/
"Brasiliana: Journal for Brazilian Studies",Journal,collected from a compatible aggregator,,http://ojs.statsbiblioteket.dk/index.php/bras/
"Virtual Archaeology Review",Journal,collected from a compatible aggregator,,http://polipapers.upv.es/index.php/var/index
"Heimen",Journal,collected from a compatible aggregator,,https://www.idunn.no/heimen
"Teknologi Pangan: Media Informasi dan Komunikasi Ilmiah Teknologi Pertanian",Journal,collected from a compatible aggregator,,https://jurnal.yudharta.ac.id/v2/index.php/Teknologi-Pangan
"Sustainability, Agri, Food and Environmental Research",Journal,collected from a compatible aggregator,,http://portalrevistas.uct.cl/index.php/safer
"Guoji Yanke Zazhi",Journal,collected from a compatible aggregator,,http://ies.ijo.cn/
"Vibration",Journal,collected from a compatible aggregator,,https://www.mdpi.com/journal/vibration
"Acta Epileptologica",Journal,collected from a compatible aggregator,,https://aepi.biomedcentral.com/
"Journal of Cheminformatics",Journal,collected from a compatible aggregator,,https://jcheminf.biomedcentral.com/
"Archives of Pharmacy Practice",Journal,collected from a compatible aggregator,,http://archivepp.com/
"Cadernos de Gênero e Diversidade",Journal,collected from a compatible aggregator,,https://portalseer.ufba.br/index.php/cadgendiv/index
"Journal of Cancer Research",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jcr/
"Revija za Univerzalno Odličnost",Journal,collected from a compatible aggregator,,http://www.fos.unm.si/si/dejavnosti/zaloznistvo/?v=ejue
"International Journal of Language Education and Cultural Review",Journal,collected from a compatible aggregator,,http://pps.unj.ac.id/journal/ijlecr
"Semiconductor Physics, Quantum Electronics &amp; Optoelectronics",Journal,collected from a compatible aggregator,,http://journal-spqeo.org.ua/
"Životné prostredie",Journal,collected from a compatible aggregator,,http://147.213.211.222/taxonomy/term/370
"Sjuttonhundratal",Journal,collected from a compatible aggregator,,https://septentrio.uit.no/index.php/1700
"Refleksi",Journal,collected from a compatible aggregator,,http://journal.uinjkt.ac.id/index.php/refleksi/index
"Socioeconomica: Scientific Journal for Theory and Practice of Socio-economic Development",Journal,collected from a compatible aggregator,,http://www.socioeconomica.net/journal
"Journal of Sensors and Sensor Systems",Journal,collected from a compatible aggregator,,http://www.journal-of-sensors-and-sensor-systems.net
"Ukrainian Food Journal",Journal,collected from a compatible aggregator,,http://ufj.ho.ua
"Journal of Renewable Energy",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jre/
"Journal of Work and Organizational Psychology",Journal,collected from a compatible aggregator,,https://journals.copmadrid.org/jwop
"International Journal of Sustainable Lighting",Journal,collected from a compatible aggregator,,http://www.lightingjournal.org
"Reflexe",Journal,collected from a compatible aggregator,,https://reflexe.flu.cas.cz/
"Journal of Food Processing",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jfp/
"Revista Exitus",Journal,collected from a compatible aggregator,,http://www.ufopa.edu.br/portaldeperiodicos/index.php/revistaexitus
"Vestnik Omskoj Ûridičeskoj Akademii",Journal,collected from a compatible aggregator,,http://en.vestnik.omua.ru
"Journal of Mathematics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jmath/
"IETI Transactions on Computers",Journal,collected from a compatible aggregator,,http://www.ieti.net/tc/
"Nobel: Journal of Literature and Language Teaching",Journal,collected from a compatible aggregator,,http://jurnalfahum.uinsby.ac.id/index.php/nobel
"Experimental Hematology &amp; Oncology",Journal,collected from a compatible aggregator,,http://www.ehoonline.org/
"Linchuang Gandanbing Zazhi",Journal,collected from a compatible aggregator,,http://www.lcgdbzz.org/English/index.asp
"Feminismo/s",Journal,collected from a compatible aggregator,,https://feminismos.ua.es/
"TecnoLógicas",Journal,collected from a compatible aggregator,,http://revistas.itm.edu.co/index.php/tecnologicas/index
"Special Matrices",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/spma
"Studia Universitatis Babes-Bolyai: Geologia",Journal,collected from a compatible aggregator,,http://scholarcommons.usf.edu/geologia/
"Journal of Dental Surgery",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jds/
"School Leadership Review",Journal,collected from a compatible aggregator,,https://scholarworks.sfasu.edu/slr/
"Current Therapeutic Research",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/current-therapeutic-research/
"Journal of Contemporary European Research",Journal,collected from a compatible aggregator,,http://www.jcer.net
"Measurement Instruments for the Social Sciences",Journal,collected from a compatible aggregator,,https://measurementinstrumentssocialscience.biomedcentral.com/
"Al-Ahkam",Journal,collected from a compatible aggregator,,http://journal.walisongo.ac.id/index.php/ahkam/index
"BAG. Journal of Basic and Applied Genetics",Journal,collected from a compatible aggregator,,https://sag.org.ar/jbag/
"Behbood",Journal,collected from a compatible aggregator,,http://jbehbood.hbi.ir
"Revista Electrónica de LEEME",Journal,collected from a compatible aggregator,,https://ojs.uv.es/index.php/LEEME
"Revista Portuguesa de Pneumologia",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/revista-portuguesa-de-pneumologia/
"Asia Pacific Journal of Clinical Trials: Nervous System Diseases",Journal,collected from a compatible aggregator,,http://www.actnjournal.com
"Jurnal Kesehatan Andalas",Journal,collected from a compatible aggregator,,http://jurnal.fk.unand.ac.id/
"Journal of Experimental Physics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jep/
"Journal of University of Babylon",Journal,collected from a compatible aggregator,,http://en.uobjournal.com/
"توسعه آموزش جندی‌شاپور",Journal,collected from a compatible aggregator,,http://journals.ajums.ac.ir/?lang=en
"Revista de Climatología",Journal,collected from a compatible aggregator,,http://www.climatol.eu/reclim
"Revista Panamericana de Salud Pública",Journal,collected from a compatible aggregator,,http://www.paho.org/journal/
"International Journal of Applied Linguistics and English Literature",Journal,collected from a compatible aggregator,,http://www.journals.aiac.org.au/index.php/IJALEL/index
"Neizvestnyj Dostoevskij",Journal,collected from a compatible aggregator,,http://unknown-dostoevsky.ru/
"Jurnal Enggano",Journal,collected from a compatible aggregator,,https://ejournal.unib.ac.id/index.php/jurnalenggano/index
"Politeia",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=2232-9641&amp;lang=en
"The International Journal on Advances in ICT for Emerging Regions",Journal,collected from a compatible aggregator,,http://journal.icter.org/index.php/ICTer/index
"Panta rei",Journal,collected from a compatible aggregator,,http://www.um.es/cepoat/pantarei
"Jurnal Penelitian Kehutanan Wallacea",Journal,collected from a compatible aggregator,,http://jurnal.balithutmakassar.org/index.php/wallacea/index
"International Cardiovascular Forum Journal",Journal,collected from a compatible aggregator,,http://icfjournal.org/index.php/icfj
"Advances in Chemistry",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/ac/
"Edma 0-6 : Educación Matemática en la Infancia",Journal,collected from a compatible aggregator,,http://www.edma0-6.es/index.php/edma0-6
"Agrisost",Journal,collected from a compatible aggregator,,https://revistas.reduc.edu.cu/index.php/agrisost/index
"Acta Scientiarum Polonorum. Architectura",Journal,collected from a compatible aggregator,,http://www.architectura.actapol.net
"Quantum Beam Science",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/qubs
"Journal of Preventive Medicine and Public Health",Journal,collected from a compatible aggregator,,https://www.jpmph.org/
"ENE. Revista de Enfermería",Journal,collected from a compatible aggregator,,http://ene-enfermeria.org/
"SineFilozofi",Journal,collected from a compatible aggregator,,http://www.sinefilozofi.org/index.php/sf
"Folia Histórica del Nordeste",Journal,collected from a compatible aggregator,,http://revistas.unne.edu.ar/index.php/fhn
"o-bib. Das offene Bibliotheksjournal",Journal,OpenAIRE Basic (DRIVER OA),https://www.o-bib.de/oai,http://www.o-bib.de/index
"The Indonesian Journal of Occupational Safety and Health",Journal,collected from a compatible aggregator,,https://e-journal.unair.ac.id/IJOSH
"علوم سیاسی",Journal,collected from a compatible aggregator,,http://psq.bou.ac.ir/?lang=en
"Genetics Research International",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/gri/
"Maal og Minne",Journal,collected from a compatible aggregator,,http://ojs.novus.no/index.php/MOM
"Synergies Chili",Journal,collected from a compatible aggregator,,http://gerflint.fr/synergies-chili
"Jurnal Dakwah Risalah",Journal,collected from a compatible aggregator,,http://ejournal.uin-suska.ac.id/index.php/risalah
"Educación Física y Ciencia",Journal,collected from a compatible aggregator,,https://www.efyc.fahce.unlp.edu.ar
"International Journal for Computational Civil and Structural Engineering",Journal,collected from a compatible aggregator,,http://ijccse.iasv.ru/index
"Journal of Primary Education",Journal,collected from a compatible aggregator,,http://journal.unnes.ac.id/sju/index.php/jpe
"Anthropological Review",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/anre
"Logos et Littera: Interdisciplinary Approaches to Text",Journal,collected from a compatible aggregator,,http://www.ll.ac.me
"Cadernos do IME: Série Estatística",Journal,collected from a compatible aggregator,,http://www.e-publicacoes.uerj.br/index.php/cadest/index
"Optometry & Visual Performance",Journal,collected from a compatible aggregator,,http://www.ovpjournal.org/
"Podzemni Radovi",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=0354-2904&amp;lang=en
"Vestnik severo-zapadnogo gosudarstvennogo medicinskogo universiteta im. I.I. Mečnikova",Journal,collected from a compatible aggregator,,https://journals.eco-vector.com/vszgmu
"Historia y Espacio",Journal,collected from a compatible aggregator,,http://revistas.univalle.edu.co/index.php/historia_y_espacio
"Endodontology",Journal,collected from a compatible aggregator,,http://www.endodontologyonweb.org
"International Journal of Prognostics and Health Management",Journal,collected from a compatible aggregator,,http://www.ijphm.org
"Revista de Ingeniería de Construcción",Journal,collected from a compatible aggregator,,http://ricuc.cl/index.php/ric/index
"Nonlinear Analysis",Journal,collected from a compatible aggregator,,http://www.journals.vu.lt/nonlinear-analysis
"Pythagoras",Journal,collected from a compatible aggregator,,http://www.pythagoras.org.za
"Ondokuz Mayıs University Journal of Education",Journal,collected from a compatible aggregator,,http://dergipark.ulakbim.gov.tr/omuefd/
"Panoeconomicus",Journal,collected from a compatible aggregator,,http://www.doiserbia.nb.rs/journal.aspx?issn=1452-595X
"JRSM Cardiovascular Disease",Journal,collected from a compatible aggregator,,http://cvd.sagepub.com/
"Journal of Sports Medicine",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jsm/
"Revista del Museo de Antropologia",Journal,collected from a compatible aggregator,,http://revistas.unc.edu.ar/index.php/antropologia/index
"Revista de Llengua i Dret - Journal of Language and Law",Journal,collected from a compatible aggregator,,http://www.rld.cat
"Journal of Dynamic Decision Making",Journal,collected from a compatible aggregator,,https://journals.ub.uni-heidelberg.de/index.php/jddm
"Humana.Mente: Journal of Philosophical Studies",Journal,collected from a compatible aggregator,,http://www.humanamente.eu/
"Computational Psychiatry",Journal,collected from a compatible aggregator,,https://www.mitpressjournals.org/loi/cpsy
"Results in Engineering",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/results-in-engineering
"Cogent Psychology",Journal,collected from a compatible aggregator,,http://cogentoa.tandfonline.com/journal/oaps20
"AboutOpen",Journal,collected from a compatible aggregator,,https://journals.aboutscience.eu/index.php/aboutopen
"La Tadeo DeArte",Journal,collected from a compatible aggregator,,https://revistas.utadeo.edu.co/index.php/ltd
"Jurnal Tekno Insentif",Journal,collected from a compatible aggregator,,https://jurnal.lldikti4.or.id/index.php/jurnaltekno
"Petroleum Research",Journal,collected from a compatible aggregator,,http://www.keaipublishing.com/en/journals/petroleum-research/
"Zbornik radova Ekonomskog fakulteta u Rijeci : časopis za ekonomsku teoriju i praksu",Journal,collected from a compatible aggregator,,https://www.efri.uniri.hr/en/proceedings_of_rijeka/51
"Lipids in Health and Disease",Journal,collected from a compatible aggregator,,http://www.lipidworld.com/
"Ṭibb-i Tavānbakhshī",Journal,collected from a compatible aggregator,,http://medrehab.sbmu.ac.ir/?lang=en
"Archives of the Balkan Medical Union",Journal,collected from a compatible aggregator,,http://www.umbalk.org
"Archives of Scientific Psychology",Journal,collected from a compatible aggregator,,http://www.apa.org/pubs/journals/arc/
"G3: Genes, Genomes, Genetics",Journal,collected from a compatible aggregator,,http://www.g3journal.org
"REVISA",Journal,collected from a compatible aggregator,,http://revistafacesa.senaaires.com.br/index.php/revisa/index
"Revista de História da UEG",Journal,collected from a compatible aggregator,,http://www.revista.ueg.br/index.php/revistahistoria
"Skriptum : Studentische Onlinezeitschrift für Geschichte und Geschichtsdidaktik",Journal,collected from a compatible aggregator,,http://www.skriptum-geschichte.de
"Nordisk Välfärdsforskning",Journal,collected from a compatible aggregator,,https://www.idunn.no/nordisk_valfardsforskning?languageId=2
"Anaesthesiology Intensive Therapy",Journal,collected from a compatible aggregator,,https://www.termedia.pl/Journal/Anaesthesiology_Intensive_Therapy-118
"Journal of Logic and Analysis",Journal,collected from a compatible aggregator,,http://www.logicandanalysis.org/
"Inquietud Empresarial",Journal,collected from a compatible aggregator,,http://revistas.uptc.edu.co/revistas/index.php/inquietud_empresarial
"Revista Videre",Journal,collected from a compatible aggregator,,http://ojs.ufgd.edu.br/index.php/videre
"Data",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/data
"Journal of International and Global Studies",Journal,collected from a compatible aggregator,,http://www.lindenwood.edu/academics/beyond-the-classroom/publications/journal-of-international-global-studies/
"Civil Engineering Journal",Journal,collected from a compatible aggregator,,http://www.civilengineeringjournal.cz
"Multiple Sclerosis International",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/msi/
"Journal on Migration and Human Security",Journal,collected from a compatible aggregator,,http://jmhs.cmsny.org/index.php/jmhs
"Fermentation",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/fermentation
"Przegląd Naukowy Inżynieria i Kształtowanie Środowiska",Journal,collected from a compatible aggregator,,http://iks.pn.sggw.pl/
"International Journal of Religious Tourism and Pilgrimage",Journal,collected from a compatible aggregator,,https://arrow.tudublin.ie/ijrtp/
"International Journal of Cyber-Security and Digital Forensics",Journal,collected from a compatible aggregator,,http://sdiwc.net/security-journal/
"Acta Universitatis Danubius: Oeconomica",Journal,collected from a compatible aggregator,,http://journals.univ-danubius.ro/index.php/oeconomica/index
"Textos de Economia",Journal,collected from a compatible aggregator,,https://periodicos.ufsc.br/index.php/economia/index
"Tordesillas, Revista de Investigación Multidisciplinar",Journal,collected from a compatible aggregator,,https://revistas.uva.es/index.php/trim
"Studia Quranika: Jurnal Studi Quran",Journal,collected from a compatible aggregator,,https://ejournal.unida.gontor.ac.id/index.php/quranika
"AIMS Bioengineering",Journal,collected from a compatible aggregator,,http://www.aimspress.com/journal/Bioengineering
"Oceanologia",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/oceanologia/
"Дискурс",Journal,collected from a compatible aggregator,,https://discourse.elpub.ru/jour
"Journal of Middle European Construction and Design of Cars",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/mecdc
"La Palabra",Journal,collected from a compatible aggregator,,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/index
"Enquiry: The ARCC Journal of Architectural Research",Journal,collected from a compatible aggregator,,http://www.arcc-journal.org/
"Sisyphus",Journal,collected from a compatible aggregator,,http://revistas.rcaap.pt/sisyphus
"Revista de Análisis Económico (RAE)",Journal,collected from a compatible aggregator,,http://www.rae-ear.org/
"Türkiye Din Eğitimi Araştırmaları",Journal,collected from a compatible aggregator,,http://www.tudear.com/
"Designed Monomers and Polymers",Journal,collected from a compatible aggregator,,https://www.tandfonline.com/toc/tdmp20/current
"Microbial Cell Factories",Journal,collected from a compatible aggregator,,http://www.microbialcellfactories.com/
"SOBRE. Prácticas artísticas y políticas de la edición",Journal,collected from a compatible aggregator,,http://revistaseug.ugr.es/index.php/sobre
"Harvard Deusto Business Research",Journal,collected from a compatible aggregator,,http://www.hdbresearch.com/index.php/hdbr/index
"Romanian Journal of Communications and Public Relations",Journal,collected from a compatible aggregator,,http://www.journalofcommunication.ro
"LL Journal",Journal,collected from a compatible aggregator,,https://lljournal.commons.gc.cuny.edu/
"Jurnal Riset Pendidikan Matematika",Journal,collected from a compatible aggregator,,http://journal.uny.ac.id/index.php/jrpm
"Central Bank Review",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/central-bank-review/
"Islamiconomic: Jurnal Ekonomi Islam",Journal,collected from a compatible aggregator,,http://www.journal.islamiconomic.or.id
"Bioelectronic Medicine",Journal,collected from a compatible aggregator,,https://bioelecmed.biomedcentral.com/
"Fronteras de la Historia",Journal,collected from a compatible aggregator,,https://revistas.icanh.gov.co/index.php/fh/index
"İstanbul Üniversitesi Orman Fakültesi Dergisi",Journal,collected from a compatible aggregator,,http://dergipark.ulakbim.gov.tr/jffiu
"Scientific Study &amp; Research: Chemistry &amp; Chemical Engineering, Biotechnology, Food Industry",Journal,collected from a compatible aggregator,,http://pubs.ub.ro/?pg=revues&amp;rev=cscc6
"International Journal of Engineering Materials and Manufacture",Journal,collected from a compatible aggregator,,https://deerhillpublishing.com/index.php/ijemm
"Hepatology Communications",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2471-254X
"International Journal of Recycling of Organic Waste in Agriculture",Journal,collected from a compatible aggregator,,http://ijrowa.khuisf.ac.ir/
"Revista Española de Sanidad Penitenciaria",Journal,collected from a compatible aggregator,,http://www.sanipe.es/
"Precision Radiation Oncology",Journal,collected from a compatible aggregator,,https://onlinelibrary.wiley.com/journal/23987324
"Faedpyme International Review",Journal,collected from a compatible aggregator,,http://www.faedpyme.upct.es/fir
"BMC Cardiovascular Disorders",Journal,collected from a compatible aggregator,,http://bmccardiovascdisord.biomedcentral.com
"Cuestiones Teológicas",Journal,collected from a compatible aggregator,,https://revistas.upb.edu.co/index.php/cuestiones/index
"Biochemistry and Biophysics Reports",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/biochemistry-and-biophysics-reports/
"International Journal of Integrative Psychotherapy",Journal,collected from a compatible aggregator,,http://www.integrative-journal.com/index.php/ijip
"Annals of Child Neurology",Journal,collected from a compatible aggregator,,https://www.annchildneurol.org/
"New Trends in Mathematical Sciences",Journal,collected from a compatible aggregator,,http://www.ntmsci.com/ntmsci/Index
